x1,x2,x3,y
-0.04455746901781854,-0.14798962910929153,3,0.6855594436439534
-0.5953199293541945,0.44372910080088257,2,1.6837527370789163
-0.9385397140957079,0.14930773937223074,3,0.8509552519539909
-0.9752085467072064,0.24969839261452503,2,0.49376441707968377
0.21990535880040862,-0.14584776032220692,3,0.9322244864532317
0.3691333659165826,-0.08862583712368866,3,2.0462759971680295
-0.0900463363492302,-0.05625594435720799,1,1.4751553680763254
0.0942448414759976,-0.6010938578794216,3,0.5956849377841983
-0.1845625128018657,-0.06399314583780269,1,1.6891915919298262
0.40260863568165234,0.46110966656880803,3,1.8193506106628432
0.22378033118229823,0.1973177907749471,2,0.88573159479303
-0.9958922497447779,-0.44160958032129316,2,0.33245694189182595
0.286106414881354,0.09507095551850409,2,0.792258761171822
-0.9496216370418035,-0.5814881142817632,3,1.196380428341089
0.0944831696449161,0.4814558144397697,2,0.6399427933635194
-0.7365165690961615,-0.6599208579737328,3,2.027794728789041
0.29476838352482987,0.3027819878249967,2,0.9666705777838973
-0.18780816962636243,0.3265272741892892,2,0.9841037033839471
-0.5504321641939228,-0.719915547235124,1,2.401641246641156
-0.36596916820351233,-0.06381239797055538,2,1.2087426523153972
-0.9575204932818056,-0.670100576780999,3,0.7663335725523485
-0.813575085250654,0.3205789593908581,1,2.147056103983289
0.005936622040445483,-0.391256117187283,2,0.9224803481461707
-0.02921573263862487,-0.9410114881855856,1,1.1106755899884357
-0.07692233277811922,-0.29490355569082266,3,0.9000083445109813
-0.42448366860717485,-0.5826594767372796,2,2.137853319876405
0.49581490368381653,0.29245120668217056,1,2.9432282236599074
0.4712530081643451,0.1396286346073668,3,2.2476225020407123
0.02831297672104205,-0.3358508081806008,3,0.5350314743597423
-0.02431108559827555,0.3272115343384236,2,0.397205583701154
0.03267009585641012,0.13431037338352214,1,0.9808783784668224
-0.4166178640313443,-0.8370369541506535,3,1.1505696810790855
-0.7973552424663832,0.3151881522990767,2,1.8127434253241794
0.08223251029112255,0.4510298772969056,3,0.798870432246853
-0.21196851628641117,-0.8701493232637263,1,1.6310556503723423
-0.5346371866615665,-0.0312884805683179,1,2.4362646003506514
-0.2712469617523164,0.12008182901843145,2,1.4536969324527296
0.3342317515235004,-0.03889186327266103,1,2.1712771981058197
0.4010652739343745,0.03251938349200034,2,1.830638538898836
-0.46330720493639466,-0.9132205342978477,2,1.6643494772152294
-0.1427052539053586,0.34522469395373107,2,0.8285842412957084
-0.5171959133860868,-0.273274193901447,3,2.1996862247500637
-0.10854995470045481,-0.5626136955434602,2,0.6496091578395442
-0.4931331617393001,-0.7746907400985769,3,1.3863611750612017
-0.41257149920775815,-0.30496732510866215,2,2.2206665540604913
0.3354115280071885,-0.4114793587926357,1,2.028786412570052
-0.6592636096999305,0.1394991945997744,2,1.5968908879262995
-0.06521928297093638,-0.4242671843944121,1,1.0528202325604463
-0.8739769846264227,-0.292249647780629,2,1.3864625497776777
0.24896622148009667,-0.14417639169151253,2,0.7777353078654153
0.18064746123302505,-0.48886218366089684,2,0.8064048577035074
-0.6409458355105717,-0.5204672003167398,2,1.4573299733721636
0.3147263462160557,-0.5164148306902808,1,1.715772858373696
-0.9121479477922085,0.035082134623685424,3,1.2005492910633944
-0.49582440918150944,-0.31779711804695965,2,1.8371461580493562
-0.7745807996577414,-0.14132281286797482,3,2.0187159405149346
-0.32449095002606954,0.47380893071272473,1,2.1004921674792634
0.19448640543094137,-0.6522186192307937,3,1.171380365626249
-0.6540366865093789,-0.8985666977958495,1,2.6812116258901715
-0.9219680484033856,-0.648226136148288,2,1.3377675698290996
-0.3931722402677077,0.053175136586522176,2,1.5092999156226734
-0.702230433236117,0.13221316560128688,3,1.9549172858883401
-0.8638704315713172,-0.7155744219201847,3,1.148392862916952
-0.129501421019724,-0.42446688441984787,3,0.6322089528492061
-0.5519558007716161,-0.3596220402253579,2,2.000747715358349
0.007992316934539057,-0.38016900930311526,2,0.7237465890616606
-0.70072683404768,0.060501336363058655,2,2.1094828974892623
0.41316966575974673,0.45790893055091075,3,1.8286655499161368
-0.45233474763275716,-0.6753836715654933,2,1.6608120722673514
-0.8417570806446557,-0.2862252323445028,2,1.4635785260814227
-0.05633777269043616,-0.27275046266888253,2,0.7410709696322512
0.39073182960180114,-0.7320314550770279,2,1.5020071921262874
-0.33943426792632403,-0.22550127063931646,3,1.2782334696000728
0.43188574053610584,-0.6635930693338725,1,2.1137579399947146
-0.2501562794685295,-0.13123522483549588,2,1.1550484721914245
-0.3621570627263867,-0.5369135796029808,2,2.0054565950062555
-0.06967982197693329,-0.5282385971110124,2,0.7356245178950404
0.49264475785298617,-0.2778738527475902,1,3.13233335827316
0.423415512406648,0.41523229284061225,1,2.1530458363819878
-0.3099322910363559,0.32495311635755164,3,1.466108663127158
0.13659326796243715,0.00561127800404615,2,0.388868001334547
-0.25386595676857154,0.4870020682240486,2,1.2465368474923475
-0.20603175970484439,-0.4814534303138313,1,1.672518323909511
0.17867855107071123,-0.9417612742326819,1,0.5483609986470737
-0.3780162259664938,-0.4657214931066745,3,1.9493854936930655
0.10172535768309404,-0.3220118744884629,1,0.8050388544375309
0.06671431698462477,-0.270516413030011,3,0.6255480977142471
0.39808952992006735,0.24596623488170016,1,2.0890964802717678
-0.8276010500786422,-0.5305245200609078,2,1.684095842677801
0.09352267561446409,-0.22208809955861508,1,1.3935607290681167
0.39113589293683987,0.285590200035343,3,1.43196272630114
0.4518892848869696,-0.7261797247568341,2,2.3093372539639865
-0.9779405425519461,0.36373103486476843,2,0.1952183205232656
